Identifiant de document,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
,,,,,,,000001,26/08/2024,Vente,"140000,00",8,,RUE,3480,GABRIEL BONVALOT,34500,BEZIERS,34,32,,OT,114,,,,,,,,,,,,0,1,Maison,,47,3,S,,165
,,,,,,,000001,05/08/2024,Vente en l'état futur d'achèvement,"167900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,345,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,05/08/2024,Vente en l'état futur d'achèvement,"167900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,72,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,12/08/2024,Vente,"293500,00",121,,RUE,2373,FRANCIS CRICK,34500,BEZIERS,34,32,,CZ,360,,,,,,,,,,,,0,1,Maison,,132,6,S,,484
,,,,,,,000001,06/08/2024,Vente en l'état futur d'achèvement,"225900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,245,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,06/08/2024,Vente en l'état futur d'achèvement,"225900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,70,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,01/08/2024,Vente en l'état futur d'achèvement,"185900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,211,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,01/08/2024,Vente en l'état futur d'achèvement,"185900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,39,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,05/08/2024,Vente en l'état futur d'achèvement,"178900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,180,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,05/08/2024,Vente en l'état futur d'achèvement,"178900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,10,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,01/08/2024,Vente en l'état futur d'achèvement,"182900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,190,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,01/08/2024,Vente en l'état futur d'achèvement,"182900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,3,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,06/08/2024,Vente en l'état futur d'achèvement,"167900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,344,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,06/08/2024,Vente en l'état futur d'achèvement,"167900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,73,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,02/08/2024,Vente en l'état futur d'achèvement,"174900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,308,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,02/08/2024,Vente en l'état futur d'achèvement,"174900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,152,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,30/07/2024,Vente en l'état futur d'achèvement,"1024680,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,1,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,30/07/2024,Vente en l'état futur d'achèvement,"1024680,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,410,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,30/07/2024,Vente en l'état futur d'achèvement,"1024680,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,409,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,30/07/2024,Vente en l'état futur d'achèvement,"1024680,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,408,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,30/07/2024,Vente en l'état futur d'achèvement,"1024680,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,31,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,30/07/2024,Vente en l'état futur d'achèvement,"1024680,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,30,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,30/07/2024,Vente en l'état futur d'achèvement,"1024680,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,192,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,30/07/2024,Vente en l'état futur d'achèvement,"1024680,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,170,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,30/07/2024,Vente en l'état futur d'achèvement,"1024680,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,415,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,30/07/2024,Vente en l'état futur d'achèvement,"1024680,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,416,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,30/07/2024,Vente en l'état futur d'achèvement,"1024680,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,412,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,30/07/2024,Vente en l'état futur d'achèvement,"1024680,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,417,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,30/07/2024,Vente en l'état futur d'achèvement,"1024680,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,418,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,30/07/2024,Vente en l'état futur d'achèvement,"1024680,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,411,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,02/08/2024,Vente en l'état futur d'achèvement,"189900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,199,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,02/08/2024,Vente en l'état futur d'achèvement,"189900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,43,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,13/08/2024,Vente en l'état futur d'achèvement,"171900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,86,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,13/08/2024,Vente en l'état futur d'achèvement,"171900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,239,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,02/08/2024,Vente en l'état futur d'achèvement,"174900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,234,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,02/08/2024,Vente en l'état futur d'achèvement,"174900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,97,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,13/08/2024,Vente en l'état futur d'achèvement,"244900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,281,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,13/08/2024,Vente en l'état futur d'achèvement,"244900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,125,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,13/08/2024,Vente en l'état futur d'achèvement,"244900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,332,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,02/08/2024,Vente en l'état futur d'achèvement,"181900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,179,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,02/08/2024,Vente en l'état futur d'achèvement,"181900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,21,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,06/08/2024,Vente en l'état futur d'achèvement,"233900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,68,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,06/08/2024,Vente en l'état futur d'achèvement,"233900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,265,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,06/08/2024,Vente en l'état futur d'achèvement,"233900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,335,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,01/08/2024,Vente en l'état futur d'achèvement,"235900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,333,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,01/08/2024,Vente en l'état futur d'achèvement,"235900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,282,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,01/08/2024,Vente en l'état futur d'achèvement,"235900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,121,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,08/08/2024,Vente en l'état futur d'achèvement,"218900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,246,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,08/08/2024,Vente en l'état futur d'achèvement,"218900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,69,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,13/08/2024,Vente en l'état futur d'achèvement,"182900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,35,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,13/08/2024,Vente en l'état futur d'achèvement,"182900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,215,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,08/08/2024,Vente,"205000,00",28,,AV,0765,AUGUSTE ALBERTINI,34500,BEZIERS,34,32,,OR,28,,,,,,,,,,,,0,1,Maison,,100,6,S,,304
,,,,,,,000001,08/08/2024,Vente,"205000,00",,,RUE,1150,BERNARD D AURIAC,34500,BEZIERS,34,32,,OR,287,,,,,,,,,,,,0,,,,,,S,,133
,,,,,,,000001,14/08/2024,Vente en l'état futur d'achèvement,"229900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,93,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,14/08/2024,Vente en l'état futur d'achèvement,"229900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,277,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,23/08/2024,Vente,"20000,00",28,,BD,7500,DE STRASBOURG,34500,BEZIERS,34,32,,OZ,874,,2,,,,,,,,,,1,2,Appartement,,20,0,,,
,,,,,,,000001,23/08/2024,Vente,"20000,00",28,,BD,7500,DE STRASBOURG,34500,BEZIERS,34,32,,OZ,874,,2,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,50,0,,,
,,,,,,,000001,12/08/2024,Vente en l'état futur d'achèvement,"228900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,75,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,12/08/2024,Vente en l'état futur d'achèvement,"228900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,264,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,07/08/2024,Vente,"150000,00",9,,BD,7740,TOURVENTOUSE,34500,BEZIERS,34,32,,LZ,162,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,174
,,,,,,,000001,07/08/2024,Vente,"150000,00",9,,BD,7740,TOURVENTOUSE,34500,BEZIERS,34,32,,LZ,162,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,174
,,,,,,,000001,07/08/2024,Vente,"150000,00",9,,BD,7740,TOURVENTOUSE,34500,BEZIERS,34,32,,LZ,162,,,,,,,,,,,,0,2,Appartement,,53,3,S,,174
,,,,,,,000001,07/08/2024,Vente,"150000,00",9,,BD,7740,TOURVENTOUSE,34500,BEZIERS,34,32,,LZ,162,,,,,,,,,,,,0,2,Appartement,,125,4,S,,174
,,,,,,,000001,07/08/2024,Vente,"150000,00",9,,BD,7740,TOURVENTOUSE,34500,BEZIERS,34,32,,LZ,162,,,,,,,,,,,,0,2,Appartement,,73,3,S,,174
,,,,,,,000001,07/08/2024,Vente en l'état futur d'achèvement,"229900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,94,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,07/08/2024,Vente en l'état futur d'achèvement,"229900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,278,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,13/08/2024,Vente en l'état futur d'achèvement,"157900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,57,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,13/08/2024,Vente en l'état futur d'achèvement,"157900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,241,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,07/08/2024,Vente en l'état futur d'achèvement,"152900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,221,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,07/08/2024,Vente en l'état futur d'achèvement,"152900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,50,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,13/08/2024,Vente en l'état futur d'achèvement,"164900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,137,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,13/08/2024,Vente en l'état futur d'achèvement,"164900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,349,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,07/08/2024,Vente en l'état futur d'achèvement,"182900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,26,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,07/08/2024,Vente en l'état futur d'achèvement,"182900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,177,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,26/08/2024,Vente,"58000,00",51,,AV,5325,MARECHAL FOCH,34500,BEZIERS,34,32,,PX,151,,7,"42,37",,,,,,,,,1,2,Appartement,,41,2,,,
,,,,,,,000001,09/08/2024,Vente en l'état futur d'achèvement,"223900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,256,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,09/08/2024,Vente en l'état futur d'achèvement,"223900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,74,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,23/08/2024,Vente,"180000,00",11,,RUE,3820,GEORGES MELIES,34500,BEZIERS,34,32,,OW,200,,,,,,,,,,,,0,1,Maison,,72,3,S,,350
,,,,,,,000001,23/08/2024,Vente,"74000,00",3,,RUE,0422,DES ANC D ALGERIE,34500,BEZIERS,34,32,,MY,50,,205,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,23/08/2024,Vente,"74000,00",3,,RUE,0422,DES ANC D ALGERIE,34500,BEZIERS,34,32,,MY,50,,120,,141,,,,,,,,2,2,Appartement,,78,4,,,
,,,,,,,000001,23/08/2024,Vente,"74000,00",3,,RUE,0422,DES ANC D ALGERIE,34500,BEZIERS,34,32,,MY,50,,120,,141,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,27/08/2024,Vente en l'état futur d'achèvement,"301500,00",17,,BD,2720,BERTRAND DUGUESCLIN,34500,BEZIERS,34,32,,OY,344,,42,"15,60",,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,27/08/2024,Vente en l'état futur d'achèvement,"301500,00",17,,BD,2720,BERTRAND DUGUESCLIN,34500,BEZIERS,34,32,,OY,344,,43,"71,50",,,,,,,,,1,2,Appartement,,70,3,,,
,,,,,,,000001,27/08/2024,Vente en l'état futur d'achèvement,"301500,00",17,,BD,2720,BERTRAND DUGUESCLIN,34500,BEZIERS,34,32,,OY,344,,40,"17,60",,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,07/08/2024,Vente en l'état futur d'achèvement,"159900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,238,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,07/08/2024,Vente en l'état futur d'achèvement,"159900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,85,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,09/08/2024,Vente en l'état futur d'achèvement,"162900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,91,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,09/08/2024,Vente en l'état futur d'achèvement,"162900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,334,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,12/08/2024,Vente en l'état futur d'achèvement,"218900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,249,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,12/08/2024,Vente en l'état futur d'achèvement,"218900,00",,,RTE,6330,DE PEZENAS RN 9,34500,BEZIERS,34,32,,NZ,664,,52,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,14/08/2024,Vente,"128800,00",,,RTE,5230,DE MARAUSSAN RD 14,34500,BEZIERS,34,32,,RV,243,,,,,,,,,,,,0,,,,,,S,,87
,,,,,,,000001,14/08/2024,Vente,"128800,00",,,RTE,5230,DE MARAUSSAN RD 14,34500,BEZIERS,34,32,,RV,244,,,,,,,,,,,,0,,,,,,S,,35
,,,,,,,000001,28/08/2024,Vente,"54000,00",10,,RUE,3630,GENERAL CHANZY,34500,BEZIERS,34,32,,LX,863,,4,"51,85",9,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,28/08/2024,Vente,"54000,00",10,,RUE,3630,GENERAL CHANZY,34500,BEZIERS,34,32,,LX,863,,4,"51,85",9,,,,,,,,2,2,Appartement,,51,2,,,
,,,,,,,000001,31/07/2024,Vente en l'état futur d'achèvement,"214680,00",12,,RUE,4850,LIEUTENANT PASQUET,34500,BEZIERS,34,32,,LW,184,,287,"42,47",,,,,,,,,1,,,,,,,,
,,,,,,,000001,02/08/2024,Vente,"117700,00",42,,RUE,7930,VERCINGETORIX,34500,BEZIERS,34,32,,OS,510,,122,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,02/08/2024,Vente,"117700,00",42,,RUE,7930,VERCINGETORIX,34500,BEZIERS,34,32,,OS,510,,416,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,02/08/2024,Vente,"117700,00",42,,RUE,7930,VERCINGETORIX,34500,BEZIERS,34,32,,OS,510,,150,"46,46",,,,,,,,,1,2,Appartement,,47,2,,,
,,,,,,,000001,02/08/2024,Vente,"117700,00",42,,RUE,7930,VERCINGETORIX,34500,BEZIERS,34,32,,OS,510,,150,"46,46",,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,13/08/2024,Vente,"51000,00",8,,RUE,4617,DU 6 JUIN 1944,34500,BEZIERS,34,32,,OX,544,,31,"20,43",,,,,,,,,1,2,Appartement,,16,1,,,
,,,,,,,000001,19/08/2024,Vente,"149000,00",161,,RUE,6711,DE PUIVERT,34500,BEZIERS,34,32,,DI,257,,3108,"48,96",78,,,,,,,,2,2,Appartement,,49,3,,,
,,,,,,,000001,19/08/2024,Vente,"149000,00",161,,RUE,6711,DE PUIVERT,34500,BEZIERS,34,32,,DI,257,,3108,"48,96",78,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,19/08/2024,Vente,"149000,00",161,,RUE,6711,DE PUIVERT,34500,BEZIERS,34,32,,DI,257,,3108,"48,96",78,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,21/08/2024,Vente,"110000,00",4,,RUE,3360,FRANCISQUE SARCEY,34500,BEZIERS,34,32,,OS,509,,10,,11,"58,19",8,,9,,,,4,4,Local industriel. commercial ou assimilé,,84,0,,,
,,,,,,,000001,01/08/2024,Vente,"30000,00",112,,AV,4520,JEAN MOULIN,34500,BEZIERS,34,32,,OP,19,,921,,,,,,,,,,1,2,Appartement,,29,2,,,
,,,,,,,000001,01/08/2024,Vente,"30000,00",112,,AV,4520,JEAN MOULIN,34500,BEZIERS,34,32,,OP,19,,921,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,06/08/2024,Vente,"1,00",11,B,RUE,2643,DU DOCTEUR FLEMING,34500,BEZIERS,34,32,,MY,258,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,326,0,S,,952
,,,,,,,000001,22/08/2024,Vente,"600000,00",9045,,RTE,1200,DE BESSAN RD 28,34500,BEZIERS,34,32,,DN,58,,,,,,,,,,,,0,1,Maison,,209,7,AG,,1380
,,,,,,,000001,22/08/2024,Vente,"600000,00",9045,,RTE,1200,DE BESSAN RD 28,34500,BEZIERS,34,32,,DN,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,,1380
,,,,,,,000001,22/08/2024,Vente,"600000,00",9045,,RTE,1200,DE BESSAN RD 28,34500,BEZIERS,34,32,,DN,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,,1380
,,,,,,,000001,22/08/2024,Vente,"600000,00",9045,,RTE,1200,DE BESSAN RD 28,34500,BEZIERS,34,32,,DN,58,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,310
,,,,,,,000001,22/08/2024,Vente,"600000,00",9045,,RTE,1200,DE BESSAN RD 28,34500,BEZIERS,34,32,,DN,58,,,,,,,,,,,,0,1,Maison,,209,7,S,,310
,,,,,,,000001,22/08/2024,Vente,"600000,00",9045,,RTE,1200,DE BESSAN RD 28,34500,BEZIERS,34,32,,DN,58,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,310
,,,,,,,000001,22/08/2024,Vente,"600000,00",,,,B007,BAILHERON,34500,BEZIERS,34,32,,DN,59,,,,,,,,,,,,0,,,,,,E,CANAL,36
,,,,,,,000001,22/08/2024,Vente,"600000,00",,,,B007,BAILHERON,34500,BEZIERS,34,32,,DN,74,,,,,,,,,,,,0,,,,,,J,POTAG,19
,,,,,,,000001,22/08/2024,Vente,"600000,00",,,,B007,BAILHERON,34500,BEZIERS,34,32,,DN,95,,,,,,,,,,,,0,,,,,,S,,637
,,,,,,,000001,22/08/2024,Vente,"600000,00",,,,B007,BAILHERON,34500,BEZIERS,34,32,,DN,95,,,,,,,,,,,,0,,,,,,AG,,340
,,,,,,,000001,22/08/2024,Vente,"274000,00",32,,BD,3665,DU GEN DE LARMINAT,34500,BEZIERS,34,32,,NW,546,,,,,,,,,,,,0,1,Maison,,138,6,S,,366
,,,,,,,000001,29/08/2024,Vente,"190000,00",4,,RUE,4409,JEAN BOUDOU,34500,BEZIERS,34,32,,NP,165,,,,,,,,,,,,0,1,Maison,,90,4,S,,360
,,,,,,,000001,29/08/2024,Vente,"125700,00",2030,,VC,X209,9 COLOMBIERS BEZIERS,34500,BEZIERS,34,32,,AH,127,,84,"31,57",,,,,,,,,1,2,Appartement,,25,2,,,
,,,,,,,000001,29/08/2024,Vente,"125700,00",2030,,VC,X209,9 COLOMBIERS BEZIERS,34500,BEZIERS,34,32,,AH,127,,536,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,29/08/2024,Vente,"205000,00",6,,RUE,2055,CLAUDE BROUSSON,34500,BEZIERS,34,32,,NW,5,,5,"95,12",,,,,,,,,1,1,Maison,,90,5,S,,300
,,,,,,,000001,29/08/2024,Vente,"103000,00",70,,BD,4041,ERNEST HEMINGWAY,34500,BEZIERS,34,32,,DI,267,,110,,18,"41,95",,,,,,,2,2,Appartement,,41,2,,,
,,,,,,,000001,29/08/2024,Vente,"103000,00",70,,BD,4041,ERNEST HEMINGWAY,34500,BEZIERS,34,32,,DI,267,,110,,18,"41,95",,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,02/08/2024,Vente,"529000,00",4,,RUE,0880,DES BALANCES,34500,BEZIERS,34,32,,MO,34,,10,"156,42",13,,16,,22,,26,,9,3,Dépendance,,0,0,,,
,,,,,,,000001,02/08/2024,Vente,"529000,00",4,,RUE,0880,DES BALANCES,34500,BEZIERS,34,32,,MO,34,,10,"156,42",13,,16,,22,,26,,9,2,Appartement,,152,7,,,
,,,,,,,000001,02/08/2024,Vente,"529000,00",4,,RUE,0880,DES BALANCES,34500,BEZIERS,34,32,,MO,34,,16,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,02/08/2024,Vente,"529000,00",4,,RUE,0880,DES BALANCES,34500,BEZIERS,34,32,,MO,34,,11,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,02/08/2024,Vente,"529000,00",4,,RUE,0880,DES BALANCES,34500,BEZIERS,34,32,,MO,34,,11,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,36,0,,,
,,,,,,,000001,02/08/2024,Vente,"529000,00",4,,RUE,0880,DES BALANCES,34500,BEZIERS,34,32,,MO,34,,10,"156,42",13,,16,,22,,26,,9,3,Dépendance,,0,0,,,
,,,,,,,000001,02/08/2024,Vente,"529000,00",4,,RUE,0880,DES BALANCES,34500,BEZIERS,34,32,,MO,34,,10,"156,42",13,,16,,22,,26,,9,3,Dépendance,,0,0,,,
,,,,,,,000001,02/08/2024,Vente,"529000,00",4,,RUE,0880,DES BALANCES,34500,BEZIERS,34,32,,MO,34,,10,"156,42",13,,16,,22,,26,,9,3,Dépendance,,0,0,,,
,,,,,,,000001,02/08/2024,Vente,"529000,00",3,,RUE,0880,DES BALANCES,34500,BEZIERS,34,32,,MO,50,,1,,2,,3,,,,,,3,3,Dépendance,,0,0,,,
